<Howard_University_Press>	Howard University Press
<Travira_Air>	Travira Air
<Shenzhen_Airlines>	Shenzhen Airlines
<White_River_Railroad_(Michigan)>	White River Railroad
<nl/Spoorlijn_Breda_-_Maastricht>	Spoorlijn Breda - Maastricht
<nl/Spoorlijn_Forshem_-_Lidköping>	Spoorlijn Forshem - Lidköping
<de/Jumbo_Spiele>	Jumbo Spiele
<es/Zona_de_Comercio_Justo>	Zona de Comercio Justo
<Automeccanica>	Automeccanica
<de/Wasp_(Automarke)>	Wasp (Automarke)
<de/Casati_(Unternehmen)>	Casati
<Wisconsin_Great_Northern_Railroad>	Wisconsin Great Northern Railroad
<Chapman_Tripp>	Chapman Tripp
<de/Legrand_(Automobilhersteller)>	Legrand
<Upper_Rhine_Railway_Company>	OEG
<Air_Excellence>	Air Excellence
<Texas_Midland_Railroad>	Texas Midland Railroad
<Sheffield_Phoenix_Press>	Sheffield Phoenix Press
<Work_Club>	Work Club
<Ericsson_Radio_Systems>	Ericsson Radio Systems
<ADAM_Audio>	ADAM Audio
<Vermilion_Valley_Railroad>	Vermilion Valley Railroad
<Olympia_Press>	Olympia Press
<Filton_Bank_Line>	Filton Bank Line
<Uni_Air>	Uni Air
<Saab-Scania>	Saab-Scania
<Maritime_Air_Charter>	Maritime Air Charter
<The_St._Andrews_Railway>	The St. Andrews Railway
<Elias-Clark>	Elias-Clark
<Solomon_Cordwell_Buenz>	Solomon Cordwell Buenz
<Ibertrans_Aérea>	Ibertrans Aerea
<AB_Thulinverken>	AB Thulinverken
<nl/Vortan>	Vortan
<de/Bahnstrecke_Tábor–Bechyně>	Bahnstrecke Tabor-Bechyne
<nl/Redline_Plus_Mass-reduction_System>	Redline Plus Mass-reduction System
<Elham_Valley_Railway>	Elham
<Jaguar-Rover-Australia>	Jaguar-Rover-Australia
<Massena_Terminal_Railroad>	Massena Terminal Railroad
<fr/Agence_Science-Presse>	Agence Science-Presse
<Blaupunkt>	Blaupunkt
<Air_Evac>	Air Evac
<it/Rhode>	Rhode
<Nature_Air>	Nature Air
<Bellview_Airlines>	Bellview Airlines
<de/Liste_deutschsprachiger_Verlage>	Liste deutschsprachiger Verlage
<fr/Chemins_de_fer_économiques_du_Nord>	Chemins de fer economiques du Nord
<Ueno_Zoo_Monorail>	Ueno Zoo Monorail
<Midwest_Airways>	Midwest Airways
<fr/Éditions_Viviane_Hamy>	Editions Viviane Hamy
<Ryazanaviatrans>	Ryazanaviatrans
<Petersberg_Railway>	Petersberg Railway
<Kumgangsan_Chongnyon_Line>	Kumgangsan Chongnyon Line
<Darmont>	Darmont
<de/La_Diva>	La Diva
<de/Bahnstrecke_Shixi–Huangcunjing>	Bahnstrecke Shixi-Huangcunjing
<Alisea_Airlines>	Alisea Airlines
<Narrow_gauge_railways_in_Hungary>	Narrow gauge railways in Hungary
<Jeffery_(automobile)>	Jeffery (automobile)
<Copeland_Lowery>	Copeland Lowery
<fr/Fiat_Concord>	Fiat Concord
<de/Seddon_(Fahrzeughersteller)>	Seddon
<Morini_(manufacturer)>	Morini
<United_Nations_Development_Corporation>	United Nations Development Corporation
<The_Hall_China_Company>	The Hall China Company
<es/Alestis_Aerospace>	Alestis Aerospace
<nl/Foggy-Petronas>	Foggy-Petronas
<Eurocity_Express>	Eurocity Express
<nl/De_Harmonie_(uitgeverij)>	De Harmonie
<Li-ion_Motors>	Li-ion Motors
<Aabsal>	Aabsal
<National_Airlines_(1934–1980)>	National Airlines (1934–1980)
<Seikyūsha>	Seikyūsha
<de/Bahnstrecke_Mannheim-Rheinau–Ketsch>	Bahnstrecke Mannheim-Rheinau–Ketsch
<Barque_Press>	Barque Press
<Morris_Murdock_Travel>	Morris Murdock Travel
<de/Fissler_(Unternehmen)>	Fissler
<Heber_Valley_Historic_Railroad>	Heber Valley Historic Railroad
<Northern_Texas_Traction_Company>	Northern Texas Traction Company
<de/Invenio>	Invenio
<Jim's_Restaurants>	Jim's Restaurants
<Explocity>	Explocity
<de/Ziegeleimuseum_Glindow>	Ziegeleimuseum Glindow
<Yunnan–Burma_Railway>	Yunnan-Burma Railway
<Metropolitan_Water_Board_Railway>	Metropolitan Water Board Railway
<Rovos_Air>	Rovos Air
<Stourbridge_Railroad>	Stourbridge Railroad
<de/Aviaction>	Aviaction
<PBG_SA>	PBG SA
<Hogi_Yogi>	Hogi Yogi
<Blackjack_Pizza>	Blackjack Pizza
<de/J.P.>	J.P.
<Route_4_(MTA_Maryland)>	Route 4
<de/Kandertalbahn>	Kandertalbahn
<de/Cleveland_(Automarke)>	Cleveland
<Air_Florida>	QH
<AER_(publishing_house)>	AER (publishing house)
<Wings_Abadi_Air>	Wings Abadi Air
<Niagara_Subdivision>	Niagara Subdivision
<de/Bahnstrecke_Glöwen–Havelberg>	Bahnstrecke Gloewen-Havelberg
<Heartland_Publications>	Heartland Publications
<Penn_(automobile)>	Penn
<Bristow_Helicopters>	Bristow Helicopters
<Piaggio_Aero>	Piaggio Aero
<Kyle_of_Lochalsh_Line>	Kyle of Lochalsh Line
<nl/Goederenspoorlijn>	Goederenspoorlijn
<Ulan-Ude_Aviation_Plant>	Ulan-Ude Aviation Plant
<AC_Mobil_34>	AC Mobil 34
<Elan_Valley_Railway>	Elan Valley Railway
<WS_Energia>	WS Energia
<Franklin_Canal_Company>	Franklin Canal Company
<Deccan_Merchants_Co-operative_Bank>	Deccan Merchants Co-operative Bank
<Muncy_Creek_Railway>	Muncy Creek Railway
<Selden_Motor_Vehicle_Company>	Selden Motor Vehicle Company
<Hidesign>	Hidesign
<Narrow_gauge_railways_in_Bulgaria>	Narrow gauge railways in Bulgaria
<Biotechnia_Ellinikon_Trikyklon>	Biotechnia Ellinikon Trikyklon
<Line_4_(Rio_de_Janeiro)>	Line 4 (Rio de Janeiro)
<WF_trac>	WF trac
<Magistrale_for_Europe>	Magistrale for Europe
<Reconstruction_Finance_Corporation>	Reconstruction Finance Corporation
<es/Yuri_Air>	Yuri Air
<es/Aerolínea_chárter>	Aerolinea charter
<Yitong_Law_Firm>	Yitong Law Firm
<Bendix_Helicopters>	Bendix Helicopters
<Global_Air_(Mexico)>	Global Air
<Twenty-third_Street_Railway>	Twenty-third Street Railway
<PIA_Planetarium,_Karachi>	PIA Planetarium
<Allured_Business_Media>	Allured Business Media
<Calumet_River_Railway_(Illinois)>	Calumet River Railway (Illinois)
<GSD&M>	GSD&M
<Efly>	Efly
<pl/Linia_kolejowa_nr_228>	Linia kolejowa nr 228
<Santa_Maria_Valley_Railroad>	Santa Maria Valley Railroad
<Aarktica>	Aarktica
<nl/Bercley>	Bercley
<nl/Itom>	Itom
<nl/Uitgeverij_Muurkranten>	Uitgeverij Muurkranten
<ANA_&_JP_Express>	ANA & JP Express
<Ware_Steam_Wagon>	Ware Steam Wagon
<de/Verlag_Ed._Hölzel>	Verlag Ed. Hoelzel
<de/Feldbahn_Brotterode–Wernshausen>	Feldbahn Brotterode-Wernshausen
<Salopian_Art_Pottery>	Salopian Art Pottery
<FEVE>	FEVE
<MDLR_Airlines>	MDLR Airlines
<Shaver_Lake_Railroad>	Shaver Lake Railroad
<Coleco>	Coleco
<Peerless-Premier_Appliance_Company>	Peerless-Premier Appliance Company
<de/Holmer_Maschinenbau>	Holmer Maschinenbau
<Alecto_(motorcycle)>	Alecto (motorcycle)
<Great_Western_Railway_(Saskatchewan)>	Great Western
<Valtion_lentokonetehdas>	State Aircraft Factory
<it/San_Giorgio_elettrodomestici>	San Giorgio elettrodomestici
<Bernina_railway>	Bernina railway
<Testor_Corporation>	Testor Corporation
<Southern_Water>	Southern Water
<Uriminzokkiri>	Uriminzokkiri
<Republicair>	Republicair
<Aeropostal_Alas_de_Centroamerica>	Aeropostal Alas de Centroamerica
<fr/United_Dead_Artists>	United Dead Artists
<Wadjet_Eye_Games>	Wadjet Eye Games
<Philips_Lumileds_Lighting_Company>	Philips Lumileds Lighting Company
<New_York_Center_for_Independent_Publishing>	New York Center for Independent Publishing
<de/Bahnstrecke_Stuttgart-Möhringen–Neuhausen_auf_den_Fildern>	Bahnstrecke Stuttgart-Möhringen–Neuhausen auf den Fildern
<es/Sílex_ediciones>	Silex ediciones
<Prestolite_Electric>	Prestolite Electric
<Noerr>	Noerr
<Venice–Trieste_railway>	Venice-Trieste railway
<Donaldson_Company>	Donaldson Company
<Hachette_Filipacchi_Media_U.S.>	Hachette Filipacchi Media U.S.
<de/TukTuk_Forwerder>	TukTuk Forwerder
<pl/Linia_kolejowa_nr_44>	Linia kolejowa nr 44
<Calthorpe_cars>	Calthorpe cars
<fr/Joseph_Besset>	Joseph Besset
<Cooper,_Robertson_&_Partners>	Cooper, Robertson & Partners
<Tornado_Cars>	Tornado Cars
<ar/وكالة_أخبار_الشرق_الجديد>	وكالة أخبار الشرق الجديد
<de/Bahnstrecke_Limbach–Wüstenbrand>	Bahnstrecke Limbach-Wuestenbrand
<Balard_(Paris_Métro)>	Balard (Paris Metro)
<DAC_(vehicle_manufacturer)>	DAC (vehicle manufacturer)
<ar/الكفرة_للطيران>	الكفرة للطيران
<Lanix>	Lanix
<Saturn_Airways>	Saturn Airways
<Circlet_Press>	Circlet Press
<nl/Blue_Airways>	Blue Airways
<Spartan_Aircraft_Company>	Spartan Aircraft Company
<de/Bahnstrecke_Oberröblingen–Allstedt>	Bahnstrecke Oberroeblingen-Allstedt
<pl/Linia_kolejowa_nr_178>	Linia kolejowa nr 178
<Great_Wall_Airlines>	Great Wall Airlines
<Port_Road_Branch>	Port Road Branch
<Yullaby>	Yullaby
<pl/Linia_kolejowa_nr_7>	Linia kolejowa nr 7
<Media24>	Media24
<Aerolift_Philippines>	Aerolift Philippines
<Karnataka_Milk_Federation>	Karnataka Milk Federation
<es/Rhyme_Syndicate>	Rhyme Syndicate
<Nostromo_Defensa>	Nostromo Defensa
<Zoës_Kitchen>	Zoes Kitchen
<de/Bahnstrecke_Sokolov–Klingenthal>	Bahnstrecke Sokolov-Klingenthal
<Athearn>	Athearn
<Ōminato_Line>	Ominato Line
<de/Thiel_(Modelleisenbahn)>	Thiel (Modelleisenbahn)
<fr/Isabelle_Quentin_éditeur>	Isabelle Quentin éditeur
<Ashley-Chicot_Electric_Cooperative>	Ashley-Chicot Electric Cooperative
<Bojangles'_Famous_Chicken_'n_Biscuits>	Bojangles' Famous Chicken 'n Biscuits
<Magnus_Harmonica_Corporation>	Magnus Harmonica Corporation
<es/Jet_Ready>	Jet Ready
<BC_Pavilion_Corporation>	BC Pavilion Corporation
<de/EFD_Induction>	EFD Induction
<Guinea_Ecuatorial_Airlines>	Guinea Ecuatorial Airlines
<Greek_industrial_railways>	Greek industrial railways
<de/Bahnstrecke_Kiew–Poltawa>	Bahnstrecke Kiew–Poltawa
<Grinnell_Aeroplane>	Grinnell Aeroplane
<Bahman_Group>	Bahman Group
<Ryan_International_Airlines>	Ryan Airlines
<FAUR>	FAUR
<fr/Éditions_Pardès>	Éditions Pardès
<Commonwealth_Aircraft_Corporation>	Commonwealth Aircraft Corporation
<de/Bahnstrecke_Rokytňany–Dobrovice_město>	Bahnstrecke Rokytnany-Dobrovice mesto
<What-A-Burger>	What-A-Burger
<Karuhanga_Tabaro_&_Associates>	Karuhanga Tabaro & Associates
<de/Aermediterranea>	Aermediterranea
<Denning_&_Fourcade,_Inc.>	Denning & Fourcade
<nl/Steenbakkerij_Ampe>	Steenbakkerij Ampe
<nl/Spoorlijn_Tzummarum_-_Franeker>	Spoorlijn Tzummarum - Franeker
<Mills_Novelty_Company>	Mills Novelty Company
<OKB>	OKB
<Grande_Holdings>	Grande Holdings
<de/Vareille_et_Godet>	Vareille et Godet
<Dulux>	Dulux
<Shenyang_Aircraft_Corporation>	Shenyang Aircraft Corporation
<fr/Usine_Glenn_L._Martin_d'Omaha>	Usine Glenn L. Martin d'Omaha
<Schichau_Seebeckwerft>	Schichau Seebeckwerft
<de/Bahnstrecke_Szczecin_Dąbie–Świnoujście>	Bahnstrecke Szczecin Dabie-Swinoujscie
<Bee_Line_Railroad>	Bee Line Railroad
<Sestroretsk_spur_line>	Sestroretsk spur line
<Tumi_Inc.>	Tumi Inc.
<Expedition_Airways>	Expedition Airways
<fr/Max_Milo_Éditions>	Max Milo Éditions
<Niagara_Falls_Suspension_Bridge_Company>	Niagara Falls Suspension Bridge Company
<Darwen_Group>	Darwen Group
<de/Exterritoriale_Organisationen_und_Körperschaften>	Exterritoriale Organisationen und Körperschaften
<Andrea_Air>	Andrea Air
<Rail_transport_in_Disney_Parks>	Rail transport in Disney Parks
<Black,_Hawthorn_&_Co>	Black
<Wensleydale_railway_line>	Wensleydale railway line
<es/Sexto_Piso>	Sexto Piso
<Deacy_Amp>	Deacy Amp
<Route_52_(MTA_Maryland)>	Route 52
<One_Essex_Court>	One Essex Court
<Mopeds_India_Limited>	Mopeds India Limited
<Squeaky_Wheel_Media>	Squeaky Wheel Media
<Walter_Aircraft_Engines>	Walter Aircraft Engines
<Instone_Air_Line>	Instone Air Line
<de/China_Auto_Manufacturers>	China Auto Manufacturers
<James_Bay_Railway>	James Bay Railway
<Polymer_Corporation>	Polymer Corporation
<Magna_American>	Magna American
<American_(1899_automobile)>	American (1899 automobile)
<Peugeot_Sport>	Peugeot Sport
<fr/Éditions_Vigdor>	Éditions Vigdor
<Air_Trust>	Air Trust
<Hart_Skis>	Hart Skis
<Kettering_Ironstone_Railway>	Kettering Ironstone Railway
<China_Travel_Service>	Travel Service
<Gimson_(bicycles)>	Gimson
<Slick_Airways>	Slick Airways
<The_HON_Company>	The HON Company
<Model_Dockyard_(company)>	Model Dockyard (company)
<nl/Zif>	Zif
<Snowdon_Mountain_Railway>	Snowdon Mountain Railway
<Allied_(automobile)>	Allied (automobile)
<de/Güleryüz>	Güleryüz
<Nizam's_Guaranteed_State_Railway>	Nizam
<Katten_Muchin_Rosenman>	Katten
<Eastern_Line_(Thailand)>	Eastern Line (Thailand)
<Surrey_Satellite_Technology>	Surrey Satellite Technology
<Utah_Central_Railway_(1992)>	Utah Central Railway (1992)
<Big_Ideas_Learning>	Big Ideas Learning
<Arlöfs_Waggonfabrik>	Arlöfs Waggonfabrik
<UAE_Exchange_&_Financial_Services>	UAE Exchange & Financial Services
<KleenSpeed_Technologies>	KleenSpeed Technologies
<Chipping_Norton_Railway>	Chipping Norton Railway
<Avions_Voisin>	Avions Voisin
<Bideford_Railway_Heritage_Centre>	Bideford Railway Heritage Centre
<Project_Blowed>	Project Blowed
<Tokyopop>	Mixx
<Comilla_Model>	Comilla Model
<Our_Airline>	Our Airline
<de/Dorey>	Dorey
<Alabama_Warrior_Railway>	Alabama Warrior Railway
<pl/Linia_kolejowa_nr_67>	Linia kolejowa nr 67
<Avial_NV>	Avial NV
<SAN_Ecuador>	SAN Ecuador
<fr/Éditions_Gap>	Éditions Gap
<REGNUM_News_Agency>	REGNUM News Agency
<fr/Éditions_de_l'Escampette>	Editions de l'Escampette
<de/Getriebebau_Nord>	Getriebebau Nord
<New_Bedford_Railroad>	New Bedford Railroad
<Port_Bienville_Railroad>	Port Bienville Railroad
<fr/Société_des_Avions_Michel_Wibault>	Societe des Avions Michel Wibault
<NANA_Regional_Corporation>	NANA Regional Corporation
<es/Patria_(motocicleta)>	Patria (motocicleta)
<fr/Ligne_278_(Infrabel)>	Ligne 278
<Golden_Gate_Ventures>	Golden Gate Ventures
<de/Rosenheimer_Schleife>	Rosenheimer Schleife
<Tennessee_Valley_Authority>	Tennessee Valley Authority
<Injune_railway_line>	Injune railway line
<Motorola>	E365
<A+b_kasha>	A+b kasha
<Jakks_Pacific>	Jakks Pacific
<fr/Éditions_Massin>	Éditions Massin
<The_Bookhouse_for_Children>	The Bookhouse for Children
<Gosfield_North_Communications_Co-operative>	Gosfield North Communications Co-operative
<de/Harbachtalbahn>	Harbachtalbahn
<Bizzarrini>	Bizzarrini
<Equatair>	Equatair
<Custer_Channel_Wing_Corporation>	Custer Channel Wing Corporation
<fr/Kailash_Éditions>	Kailash Editions
<Waterloo_&_City_line>	Waterloo & City line
<de/Klein_und_Hummel>	Klein und Hummel
<Trans_Executive_Airlines>	Trans Executive Airlines
<Doepke_Toys>	Doepke Toys
<Channellock>	Channellock
<Heidelberger_Druckmaschinen>	Heidelberger Druckmaschinen
<Owen_Thomas_(automobile_company)>	Owen Thomas (automobile company)
<Aero_Flight>	Aero Flight
<fr/Galaade_éditions>	Galaade éditions
<Avia_Traffic_Company>	Avia
<fr/Éditions_Plaisir_de_Lire>	Editions Plaisir de Lire
<ProKennex>	ProKennex
<Portillo's_Restaurants>	Portillo's Restaurants
<Newfoundland_Railway>	Newfoundland Railway
<Jewish_Lights_Publishing>	Jewish Lights Publishing
<S&T_Motors>	S&T Motors
<de/Ströer_DERG_Media>	Stroeer DERG Media
<de/Bahnstrecke_Borna–Großbothen>	Bahnstrecke Borna-Grossbothen
<Beta_News_Agency>	Beta News Agency
<Bucharest_Metro_Line_M2>	Bucharest Metro Line M2
<de/Bischofszellerbahn>	Bischofszellerbahn
<nl/Spoorlijn_232>	Spoorlijn 232
<Ganja_Auto_Plant>	Ganja Auto Plant
<Australian_Autogyro>	Australian Autogyro
<Crescent_Air_Cargo>	Crescent Air Cargo
<Hochrheinbahn>	Hochrheinbahn
<BVI_Airways>	BVI Airways
<Bond_Air_Services>	Bond Air Services
<de/Westfalia_(Fahrzeugmarke)>	Westfalia
<Zagato>	Zagato
<Onex_Corporation>	Onex Corporation
<pl/Interavia>	Interavia
<Holt_McDougal>	Holt McDougal
<nl/MM_(Bologna)>	MM
<de/Automobili_Biagini>	Automobili Biagini
<nl/Spoorlijn_30>	Spoorlijn 30
<Fisher_Electronics>	Fisher Electronics
<de/Bahnstrecke_Oschersleben–Schöningen>	Bahnstrecke Oschersleben-Schoeningen
<Motor_Carrier>	Motor carrier
<de/NOWEDA>	NOWEDA
<Royal_Air_Cambodge>	Royal Air Cambodge
<Xindian–Taian_Railway>	Xindian-Taian Railway
<Inchcape_plc>	Inchcape plc
<Reliance_Fresh>	Reliance Fresh
<Roy's>	Roy's
<The_Segal_Group>	The Segal Group
<fr/Sofinnova_Partners>	Sofinnova Partners
<Steyr_Sportwaffen_GmbH>	Steyr Sportwaffen GmbH
<Hyundai_Motor_India_Limited>	Hyundai Motor India Limited
<de/L._Bonneville>	L. Bonneville
<Route_22_(MTA_Maryland)>	Route 22
<Helfensteller,_Hirsch_&_Watson>	Helfensteller, Hirsch & Watson
<Coal_dust>	Coal dust
<Dartford_Loop_Line>	Dartford Loop Line
<Standards_Council_of_Canada>	Standards Council of Canada
<Lansalson_branch_line>	Lansalson branch line
<Sky_Aviation_(Sierra_Leone)>	Sky Aviation (Sierra Leone)
<Aviakor>	Aviakor
<Seiko_Instruments>	Seiko Instruments
<Prime_Aviation>	Prime Aviation
<Hodayot>	Hodayot
<de/Verlag_Strüder>	Verlag Strueder
<Nebraska_Southern_Railway>	Nebraska Southern Railway
<FC_Valdepenas_a_Puertollano>	FC Valdepenas a Puertollano
<East_Siberian_Railway>	East Siberian Railway
<pl/Wydawnictwa_Szkolne_i_Pedagogiczne>	Wydawnictwa Szkolne i Pedagogiczne
<RowPerfect>	RowPerfect
<Kirnitzschtal_Tramway>	Kirnitzschtal Tramway
<Landover_Subdivision>	Landover Subdivision
<Belgrade_Cooperative>	Belgrade Cooperative
<Wemyss_Private_Railway>	Wemyss Private Railway
<de/Agrifac>	Agrifac
<de/Constructions_d’Automobile_de_Bellevue>	Constructions d'Automobile de Bellevue
<Pyongbuk_Line>	Pyongbuk Line
<fr/France_Loisirs>	France Loisirs
<Christian_Science_Publishing_Society>	Christian Science Publishing Society
<Air_Canada_Tango>	Air Canada Tango
<Metre_gauge>	Metre gauge
<Bachmann_Branchline>	Bachmann Branchline
<Wigan-Barlow>	Wigan-Barlow
<Vincent_Motorcycles>	Vincent Motorcycles
<Orchestra_of_the_Eighteenth_Century>	Orchestra of the Eighteenth Century
<Eureka_(company)>	Eureka
<Channel_Express>	Channel Express
<Deutscher_Genossenschafts-und_Raiffeisenverband>	Deutscher Genossenschafts-und Raiffeisenverband
<Moscow_Airlines>	Moscow Airlines
<Williams_Pinball_Controller>	Williams Pinball Controller
<de/Phébus_(Automarke)>	Phébus (Automarke)
<BQB_Líneas_Aéreas>	BQB Líneas Aéreas
<AGENCY59>	AGENCY59
<Clemson_Bros.,_Inc>	Clemson Bros., Inc
<Ericsson_Mobile_Communications>	Ericsson Mobile Communications
<Parry_Auto_Company>	Parry Auto Company
<de/Bizair>	Bizair
<de/Bahnstrecke_Zalalövő–Murska_Sobota>	Bahnstrecke Zalaloevoe-Murska Sobota
<Central_Manchester_Development_Corporation>	Central Manchester Development Corporation
<fr/Éditions_Picard>	Éditions Picard
<Peebles_Railway>	Peebles Railway
<Gregg_Air>	Gregg Air
<AuthorHouse>	AuthorHouse
<Kamaz>	Kamaz
<VK_Mobile>	VK Mobile
<Pope-Tribune>	Pope-Tribune
<fr/Le_Cormier_(éditions)>	Le Cormier (editions)
<IMI_plc>	IMI
<Plesner_(law_firm)>	Plesner
<Southern_Railroad_of_New_Jersey>	Southern Railroad of New Jersey
<de/Eustis_Railroad>	Eustis Railroad
<Schillings>	Schillings
<Horn_&_Hardart>	Horn & Hardart
<de/Künstlerkolonie_Berlin>	Kuenstlerkolonie Berlin
<Bergslagernas_Järnvägar>	Bergslagernas Jaernvaegar
<European_Executive>	European Executive
<CCP_Games>	CCP Games
<Chappelli_Cycles>	Chappelli Cycles
<Author_(bicycles)>	Author
<Droit-Afrique.com>	Droit-Afrique.com
<Egged_(company)>	Egged (company)
<Liège_(car)>	Liège
<Royal_Docks_Heritage_Railway>	Royal Docks Heritage Railway
<3XN>	3XN
<fr/Paganelli>	Paganelli
<Mary_Valley_Heritage_Railway>	Mary Valley Heritage Railway
<Lucknow_Municipal_Corporation>	Lucknow Municipal Corporation
<Kaiser-Frazer>	Kaiser-Frazer
<LIP_(company)>	Lip
<es/Siglo_XXI_Editores>	Siglo XXI Editores
<de/Rapid_Holding>	Rapid Holding
<Atlantic_Airlines_(Nicaragua)>	Atlantic Airlines (Nicaragua)
<The_Kluger_Agency>	The Kluger Agency
<High-Tech_Gründerfonds>	High-Tech Gruenderfonds
<de/Frankonia_Automobilwerke>	Frankonia Automobilwerke
<Beit_Hanania>	Beit Hanania
<Rutland–Canadian_Railroad>	Rutland–Canadian Railroad
<Brüel_&_Kjær>	Brüel & Kjær
<Älvsborg_Line>	Aelvsborg Line
<Exmoor_Steam_Railway>	Exmoor Steam Railway
<de/Lipsia>	Lipsia
<Ladas_(automobile)>	Ladas (automobile)
<de/Merbag_Holding>	Merbag Holding
<de/MIBA_Milchverband_der_Nordwestschweiz>	MIBA Milchverband der Nordwestschweiz
<Airgun_Designs>	Airgun Designs
<TAESA_Lineas_Aéreas>	TAESA Lineas Aereas
<Harbor_Springs_Railway>	Harbor Springs Railway
<Orbicon>	Orbicon
<Community_newspapers_(Wisconsin)>	Community newspapers (Wisconsin)
<de/Bahnstrecke_Počerady–Vrskmaň>	Bahnstrecke Pocerady-Vrskman
<Hampton_Court_Branch_Line>	Hampton Court Branch Line
<Howell_Henry_Chaldecott_Lury>	Howell Henry Chaldecott Lury
<KMFDM>	KMFDM
<Earthscan>	Earthscan
<Bröl_Valley_Railway>	Bröl Valley Railway
<Adams_(automobile)>	Adams
<Indo-Asian_News_Service>	Indo-Asian News Service
<SaskEnergy>	SaskEnergy
<Proflight_Commuter_Services>	Proflight Commuter Services
<de/Germanair>	Germanair
<Limes_Railway>	Limes Railway
<Boss_Hoss_Cycles>	Boss Hoss Cycles
<Państwowe_Wytwórnie_Uzbrojenia>	Panstwowe Wytwornie Uzbrojenia
<nl/Houtekiet_(uitgeverij)>	Houtekiet (uitgeverij)
<Masham_branch>	Masham branch
<de/Bahnstrecke_Naumburg–Teuchern>	Bahnstrecke Naumburg–Teuchern
<pl/Linia_kolejowa_nr_59>	Linia kolejowa nr 59
<de/Academic_Work>	Academic Work
<Hellenic_Shipyards_Co.>	Hellenic Shipyards Co.
<de/Edition_Die_Donau_hinunter>	Edition Die Donau hinunter
<Hotpoint>	Hotpoint
<Potomac_Associates>	Potomac Associates
<Tightrope_Books>	Tightrope Books
<de/Orchard_Beach_Railroad>	Orchard Beach Railroad
<fr/Éditions_Édite>	Éditions Édite
<Hürlimann>	Huerlimann
<fr/Deer_Jet>	Deer Jet
<Nike_Golf>	Nike Golf
<Tinsley_Advertising>	Tinsley Advertising
<Rumpler>	Rumpler
<Faulkner-Blanchard>	Faulkner
<Coca-Cola_Hellenic>	Coca-Cola Hellenic
<National_Readership_Survey>	National Readership Survey
<CK-12_Foundation>	CK-12 Foundation
<Global_Solar_Energy>	Global Solar Energy
<Underwater_Audio>	Underwater Audio
<King_Saud_University>	KSU
<Ihrhove–Nieuweschans_railway>	Ihrhove–Nieuweschans railway
<Dümpelfeld–Lissendorf_railway>	Duempelfeld-Lissendorf railway
<Historic_Hotels_of_Europe>	Historic Hotels of Europe
<Mihin_Lanka>	Mihin Lanka
<ro/Listă_de_indicative_de_aeronave>	Lista de indicative de aeronave
<T.B._Harms_&_Francis,_Day_&_Hunter,_Inc.>	T.B. Harms & Francis, Day & Hunter, Inc.
<James_Publishing>	James Publishing
<Air_Luxor>	Air Luxor
<de/Bahnstrecke_Suchdol_nad_Odrou–Fulnek>	Bahnstrecke Suchdol nad Odrou-Fulnek
